"Canonical_Employer_Key","Employer_Display_Name","Canonical_Industry","Record_Count","Original_Name_Count","Original_Key_Count","Original_Industry_Count","Original_Names","Original_Keys","Original_Industries"
"HEIDELBERG DISTRIBUTING","Heidelberg Distributing Company","Wholesale Trade","1","1","1","1","Heidelberg Distributing Company","HEIDELBERG DISTRIBUTING","Wholesale Trade"
"HEINENS GROCERY STORE","Heinen's Grocery Store","Food & Beverage","1","1","1","1","Heinen's Grocery Store","HEINENS GROCERY STORE","Food & Beverage"
"HELIX ELECTRIC","Helix Electric, Inc","Construction","1","1","1","1","Helix Electric, Inc","HELIX ELECTRIC","Construction"
"HELPING HANDS HEALTHCARE","Helping Hands Healthcare","NA","1","1","1","0","Helping Hands Healthcare","HELPING HANDS HEALTHCARE",""
"HERITAGE CLASSICAL ACADEMY","Heritage Classical Academy","K-12 Education","1","1","1","1","Heritage Classical Academy","HERITAGE CLASSICAL ACADEMY","K-12 Education"
"HGC CONSTRUCTION HUSEMAN GROUP","HGC Construction (Huseman Group)","NA","1","1","1","0","HGC Construction (Huseman Group)","HGC CONSTRUCTION HUSEMAN GROUP",""
"HIGHLIGHTS FOR CHILDREN","Highlights For Children","Journalism, Media & Publishing","1","1","1","1","Highlights For Children","HIGHLIGHTS FOR CHILDREN","Journalism, Media & Publishing"
"HILLIKER MOWINGLANDSCAPING","Hilliker Mowing/Landscaping","NA","1","1","1","0","Hilliker Mowing/Landscaping","HILLIKER MOWINGLANDSCAPING",""
"HILLROM","Hillrom","Medical Devices","1","1","1","1","Hillrom","HILLROM","Medical Devices"
"HILLSIDE MAINTENANCE SUPPLY","Hillside Maintenance Supply","NA","1","1","1","0","Hillside Maintenance Supply","HILLSIDE MAINTENANCE SUPPLY",""
"HILLTOP SUPPLY AND HARDWOOD","Hilltop Supply and Hardwood","NA","1","1","1","0","Hilltop Supply and Hardwood","HILLTOP SUPPLY AND HARDWOOD",""
"HILTI NORTH AMERICA","Hilti North America","Construction","1","1","1","1","Hilti North America","HILTI NORTH AMERICA","Construction"
"HINGE GLOBAL","HINGE GLOBAL","Internet & Software","1","1","1","1","HINGE GLOBAL","HINGE GLOBAL","Internet & Software"
"HIS WILL HOMES","His Will Homes","Non-Profit - Other","1","1","1","1","His Will Homes","HIS WILL HOMES","Non-Profit - Other"
"HITCH","Hitch","Transportation & Logistics","1","1","1","1","Hitch","HITCH","Transportation & Logistics"
"HOA PHU GROUP","Hoa Phu Group","NA","1","1","1","0","Hoa Phu Group","HOA PHU GROUP",""
"HOBSONS","Hobsons","Other Education","1","1","1","1","Hobsons","HOBSONS","Other Education"
"HOHMAN PLATING AND MANUFACTURING","Hohman Plating & Manufacturing","Aerospace","1","1","1","1","Hohman Plating & Manufacturing","HOHMAN PLATING AND MANUFACTURING","Aerospace"
"HOLDER CONSTRUCTION","Holder Construction","Construction","1","1","1","1","Holder Construction","HOLDER CONSTRUCTION","Construction"
"HOLLAND ADHAUS","Holland Adhaus","Advertising, PR & Marketing","1","1","1","1","Holland Adhaus","HOLLAND ADHAUS","Advertising, PR & Marketing"
"HOME CITY ICE","Home City Ice","Food & Beverage","1","1","1","1","Home City Ice","HOME CITY ICE","Food & Beverage"
"HOMESTRETCH APPAREL","Homestretch Apparel","NA","1","1","1","0","Homestretch Apparel","HOMESTRETCH APPAREL",""
"HOMEWATCH CAREGIVERS","HomeWatch Caregivers","Healthcare","1","1","1","1","HomeWatch Caregivers","HOMEWATCH CAREGIVERS","Healthcare"
"HONDA OF AMERICA MANUFACTURING","Honda of America Manufacturing, Inc","Automotive","1","1","1","1","Honda of America Manufacturing, Inc","HONDA OF AMERICA MANUFACTURING","Automotive"
"HONOR AND GRACE DESIGNS","Honor & Grace Designs, LLC","NA","1","1","1","0","Honor & Grace Designs, LLC","HONOR AND GRACE DESIGNS",""
"HORMEL FOODS","Hormel Foods Corporation","CPG - Consumer Packaged Goods","1","1","1","1","Hormel Foods Corporation","HORMEL FOODS","CPG - Consumer Packaged Goods"
"HORTECH","Hortech Inc","Agriculture","1","1","1","1","Hortech Inc","HORTECH","Agriculture"
"HORTER INVESTMENT MANAGEMENT","Horter Investment Management","Investment / Portfolio Management","1","1","1","1","Horter Investment Management","HORTER INVESTMENT MANAGEMENT","Investment / Portfolio Management"
"HOUCHENS INSURANCE GROUP RECOGNIZED AS THE BEST PLACE TO WORK IN KY FOR 2020","Houchens Insurance Group- Recognized as the Best Place to Work in KY for 2020!","Insurance","1","1","1","1","Houchens Insurance Group- Recognized as the Best Place to Work in KY for 2020!","HOUCHENS INSURANCE GROUP RECOGNIZED AS THE BEST PLACE TO WORK IN KY FOR 2020","Insurance"
"HSD METRICS","HSD Metrics","NA","1","1","1","0","HSD Metrics","HSD METRICS",""
"HSN","HSN","CPG - Consumer Packaged Goods","1","1","1","1","HSN","HSN","CPG - Consumer Packaged Goods"
"HUBBARD CINCINNATI","Hubbard Cincinnati","Advertising, PR & Marketing","1","1","1","1","Hubbard Cincinnati","HUBBARD CINCINNATI","Advertising, PR & Marketing"
"HUBBARD INTERACTIVE","Hubbard Interactive","NA","1","1","1","0","Hubbard Interactive","HUBBARD INTERACTIVE",""
"HUDEPOHL RESTORATION","Hudepohl Restoration","NA","1","1","1","0","Hudepohl Restoration","HUDEPOHL RESTORATION",""
"HUSKY ENERGY LIMA REFINING","Husky Energy Lima Refining Company","Oil & Gas","1","1","1","1","Husky Energy Lima Refining Company","HUSKY ENERGY LIMA REFINING","Oil & Gas"
"HUY PHAT ELECTRONICS","Huy Phat Electronics","NA","1","1","1","0","Huy Phat Electronics","HUY PHAT ELECTRONICS",""
"HW AND","HW & Co","NA","1","1","1","0","HW & Co","HW AND",""
"HWANDCO CPAS AND ADVISORS","HW&Co. | CPAs & Advisors","Accounting","1","1","1","1","HW&Co. | CPAs & Advisors","HWANDCO  CPAS AND ADVISORS","Accounting"
"HYDE PARK LANDSCAPING","Hyde park landscaping","NA","1","1","1","0","Hyde park landscaping","HYDE PARK LANDSCAPING",""
"HYLO DIGITAL MARKETING BY WELCOME WAGON","HyLo Digital Marketing by Welcome Wagon","Advertising, PR & Marketing","1","1","1","1","HyLo Digital Marketing by Welcome Wagon","HYLO DIGITAL MARKETING BY WELCOME WAGON","Advertising, PR & Marketing"
"IBOTTA","Ibotta","NA","1","1","1","0","Ibotta","IBOTTA",""
"ICON","ICON","Architecture and Planning","1","1","1","1","ICON","ICON","Architecture and Planning"
"IDAHO NATIONAL LABORATORY","Idaho National Laboratory","Research","1","1","1","1","Idaho National Laboratory","IDAHO NATIONAL LABORATORY","Research"
"IDAYDREAM STUDIOS","iDayDream Studios","NA","1","1","1","0","iDayDream Studios","IDAYDREAM STUDIOS",""
"IEL","IEL","NA","1","1","1","0","IEL","IEL",""
"IGNA","IGNA","NA","1","1","1","0","IGNA","IGNA",""
"IGNITE ENTERTAINMENT CINCINNATI","Ignite Entertainment Cincinnati","Restaurants & Food Service","1","1","1","1","Ignite Entertainment Cincinnati","IGNITE ENTERTAINMENT CINCINNATI","Restaurants & Food Service"
"IKEA FOUNDATION","IKEA Foundation","Non-Profit - Other","1","1","1","1","IKEA Foundation","IKEA FOUNDATION","Non-Profit - Other"
"ILLINOIS TOOL WORKS ITW","Illinois Tool Works (ITW)","Manufacturing","1","1","1","1","Illinois Tool Works (ITW)","ILLINOIS TOOL WORKS ITW","Manufacturing"
"IMPACT REAL ESTATE PARTNERS","Impact Real Estate Partners","NA","1","1","1","0","Impact Real Estate Partners","IMPACT REAL ESTATE PARTNERS",""
"IN THE FRAME","In the Frame","NA","1","1","1","0","In the Frame","IN THE FRAME",""
"INCE","Ince","NA","1","1","1","0","Ince","INCE",""
"INDEPENDENCE EXCAVATING","Independence Excavating","NA","1","1","1","0","Independence Excavating","INDEPENDENCE EXCAVATING",""
"INDEPENDENCE EXCAVATING DIGERONIMO COMPANIES","Independence Excavating - (DiGeronimo Companies)","Construction","1","1","1","1","Independence Excavating - (DiGeronimo Companies)","INDEPENDENCE EXCAVATING  DIGERONIMO COMPANIES","Construction"
"INDIA ALTERNATIVES INVESTMENT ADVISORS PRIVATE","India Alternatives Investment Advisors Private Limited","NA","1","1","1","0","India Alternatives Investment Advisors Private Limited","INDIA ALTERNATIVES INVESTMENT ADVISORS PRIVATE",""
"INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY","Indiana Housing and Community Development Authority","Government - Local, State & Federal","1","1","1","1","Indiana Housing and Community Development Authority","INDIANA HOUSING AND COMMUNITY DEVELOPMENT AUTHORITY","Government - Local, State & Federal"
"INDIANA PARK AND RECREATION ASSOCIATION","Indiana Park and Recreation Association","Non-Profit - Other","1","1","1","1","Indiana Park and Recreation Association","INDIANA PARK AND RECREATION ASSOCIATION","Non-Profit - Other"
"INDIANA STATE HOUSE","Indiana State House","NA","1","1","1","0","Indiana State House","INDIANA STATE HOUSE",""
"INDUSTRIAL ENGINEER AI","Industrial Engineer. AI","NA","1","1","1","0","Industrial Engineer. AI","INDUSTRIAL ENGINEER AI",""
"INDUSTRIOUS MARKETING","Industrious Marketing","NA","1","1","1","0","Industrious Marketing","INDUSTRIOUS MARKETING",""
"INDY 11","Indy 11","NA","1","1","1","0","Indy 11","INDY 11",""
"INFOBLOX","Infoblox","Internet & Software","1","1","1","1","Infoblox","INFOBLOX","Internet & Software"
"INFORMATION SERVICES AND TECHNOLOGY TRANSFER","Information Services and Technology Transfer Company Limited","NA","1","1","1","0","Information Services and Technology Transfer Company Limited","INFORMATION SERVICES AND TECHNOLOGY TRANSFER COMPANY",""
"INFOTRUST","InfoTrust, LLC","NA","1","1","1","0","InfoTrust, LLC","INFOTRUST",""
"INFOVERITY","Infoverity","Scientific and Technical Consulting","1","1","1","1","Infoverity","INFOVERITY","Scientific and Technical Consulting"
"INFRAMENTUM TM PVT","Inframentum TM Pvt Ltd","NA","1","1","1","0","Inframentum TM Pvt Ltd","INFRAMENTUM TM PVT",""
"INNAGO","Innago","Internet & Software","1","1","1","1","Innago","INNAGO","Internet & Software"
"INNOG","InnoG","Advertising, PR & Marketing","1","1","1","1","InnoG","INNOG","Advertising, PR & Marketing"
"INNOVATION EEP","Innovation EEP","NA","1","1","1","0","Innovation EEP","INNOVATION EEP",""
"INNOVATIVE PLASTIC MOLDERS","innovative plastic molders","NA","1","1","1","0","innovative plastic molders","INNOVATIVE PLASTIC MOLDERS",""
"INNOVISION DYNAMICS","Innovision Dynamics","Advertising, PR & Marketing","1","1","1","1","Innovision Dynamics","INNOVISION DYNAMICS","Advertising, PR & Marketing"
"INPHLU","Inphlu","Internet & Software","1","1","1","1","Inphlu","INPHLU","Internet & Software"
"INSIGHT","Insight","Electronic & Computer Hardware","1","1","1","1","Insight","INSIGHT","Electronic & Computer Hardware"
"INSIGHT ENTERPRISES","Insight Enterprises","Information Technology","1","1","1","1","Insight Enterprises","INSIGHT ENTERPRISES","Information Technology"
"INSIGHT GLOBAL","Insight Global","Staffing & Recruiting","1","1","1","1","Insight Global","INSIGHT GLOBAL","Staffing & Recruiting"
"INSPIRING SERVICE","inspiring service","NA","1","1","1","0","inspiring service","INSPIRING SERVICE",""
"INSTANT QUOTE","Instant Quote","NA","1","1","1","0","Instant Quote","INSTANT QUOTE",""
"INSTANTQUOTE","InstantQuote","NA","1","1","1","0","InstantQuote","INSTANTQUOTE",""
"INSTASOCIAL","InstaSocial","NA","1","1","1","0","InstaSocial","INSTASOCIAL",""
"INSTITUTE OF HUMANE STUDIES","Institute of Humane Studies","NA","1","1","1","0","Institute of Humane Studies","INSTITUTE OF HUMANE STUDIES",""
"INSUREON","Insureon","Insurance","1","1","1","1","Insureon","INSUREON","Insurance"
"INTELLIGRATED","Intelligrated, Inc","Manufacturing","1","1","1","1","Intelligrated, Inc","INTELLIGRATED","Manufacturing"
"INTERLOCHEN","Interlochen","NA","1","1","1","0","Interlochen","INTERLOCHEN",""
"INTERNATIONAL MOVING SERVICES","International Moving Services Inc","NA","1","1","1","0","International Moving Services Inc","INTERNATIONAL MOVING SERVICES",""
"INTERNATIONAL PAPER","International Paper","Manufacturing","1","1","1","1","International Paper","INTERNATIONAL PAPER","Manufacturing"
"INTOUCH SOLUTIONS","Intouch Solutions","Advertising, PR & Marketing","1","1","1","1","Intouch Solutions","INTOUCH SOLUTIONS","Advertising, PR & Marketing"
"INTRINZIC","Intrinzic","Advertising, PR & Marketing","1","1","1","1","Intrinzic","INTRINZIC","Advertising, PR & Marketing"
"INVACARE","Invacare Corporation","Manufacturing","1","1","1","1","Invacare Corporation","INVACARE","Manufacturing"
"INVOKE STUDIO","Invoke Studio","Other Industries","1","1","1","1","Invoke Studio","INVOKE STUDIO","Other Industries"
"INVOTEC","Invotec","NA","1","1","1","0","Invotec","INVOTEC",""
"IPSOS INSIGHTS","Ipsos Insights","NA","1","1","1","0","Ipsos Insights","IPSOS INSIGHTS",""
"IPSOS NA","Ipsos NA","NA","1","1","1","0","Ipsos NA","IPSOS NA",""
"IPSOS UU","Ipsos UU","NA","1","1","1","0","Ipsos UU","IPSOS UU",""
"IREPORTSOURCE","iReportSource Inc","Internet & Software","1","1","1","1","iReportSource Inc","IREPORTSOURCE","Internet & Software"
"IRG REALTY ADVISORS","IRG Realty Advisors","Real Estate","1","1","1","1","IRG Realty Advisors","IRG REALTY ADVISORS","Real Estate"
"IROBOT","iRobot","Electronic & Computer Hardware","1","1","1","1","iRobot","IROBOT","Electronic & Computer Hardware"
"IRONROAD","IronRoad","NA","1","1","1","0","IronRoad","IRONROAD",""
"ISH","Ish","NA","1","1","1","0","Ish","ISH",""
"ISLAMIC CENTER OF GREATER CINCINNATI BASKETBALL PROGRAM","Islamic Center of Greater Cincinnati Basketball Program","NA","1","1","1","0","Islamic Center of Greater Cincinnati Basketball Program","ISLAMIC CENTER OF GREATER CINCINNATI BASKETBALL PROGRAM",""
"IWAMET","Iwamet","NA","1","1","1","0","Iwamet","IWAMET",""
"J RANDALL NYE AND ASSOCIATES","J Randall Nye & Associates","Investment / Portfolio Management","1","1","1","1","J Randall Nye & Associates","J RANDALL NYE AND ASSOCIATES","Investment / Portfolio Management"
"JH DUBOIS BOOK STORE","J.H. DuBois Book Store Inc","Retail Stores","1","1","1","1","J.H. DuBois Book Store Inc","JH DUBOIS BOOK STORE","Retail Stores"
"JP MORGAN PRIVATE BANK","J.P. Morgan Private Bank","Investment / Portfolio Management","1","1","1","1","J.P. Morgan Private Bank","JP MORGAN PRIVATE BANK","Investment / Portfolio Management"
"J2S MEDICAL","J2S Medical","Medical Devices","1","1","1","1","J2S Medical","J2S MEDICAL","Medical Devices"
"JABIL","Jabil","Manufacturing","1","1","1","1","Jabil","JABIL","Manufacturing"
"JACOBS ENGINEERING GROUP","Jacobs Engineering Group","NA","1","1","1","0","Jacobs Engineering Group","JACOBS ENGINEERING GROUP",""
"JAKES VISUALS","Jake's Visuals","NA","1","1","1","0","Jake's Visuals","JAKES VISUALS",""
"JAMES J LUEBBE","James J. Luebbe Inc","NA","1","1","1","0","James J. Luebbe Inc","JAMES J LUEBBE",""
"JD IRVING TISSUE","Jd Irving Tissue","NA","1","1","1","0","Jd Irving Tissue","JD IRVING TISSUE",""
"JDRF","JDRF","NA","1","1","1","0","JDRF","JDRF",""
"JDRF SOUTHWEST OHIO CHAPTER","JDRF Southwest Ohio Chapter","NA","1","1","1","0","JDRF Southwest Ohio Chapter","JDRF SOUTHWEST OHIO CHAPTER",""
"JEFF ANDERSON REAL ESTATE","Jeff Anderson Real Estate","NA","1","1","1","0","Jeff Anderson Real Estate","JEFF ANDERSON REAL ESTATE",""
"JIM DARIA AND ASSOCIATES","JIM DARIA & ASSOCIATES, INC","Accounting","1","1","1","1","JIM DARIA & ASSOCIATES, INC","JIM DARIA AND ASSOCIATES","Accounting"
"JIM WOJTA","Jim Wojta","NA","1","1","1","0","Jim Wojta","JIM WOJTA",""
"JOHN K9","John K9","NA","1","1","1","0","John K9","JOHN K9",""
"JOHNSON AND JOHNSON FAMILY OF COMPANIES","Johnson & Johnson Family of Companies","Healthcare","1","1","1","1","Johnson & Johnson Family of Companies","JOHNSON AND JOHNSON FAMILY OF COMPANIES","Healthcare"
"JOLYN CLOTHING","JOLYN Clothing Company","NA","1","1","1","0","JOLYN Clothing Company","JOLYN CLOTHING",""
"JONES AND JONES LAW FIRM","Jones & Jones Law Firm","Legal & Law Enforcement","1","1","1","1","Jones & Jones Law Firm","JONES AND JONES LAW FIRM","Legal & Law Enforcement"
"JONES LANG LASALLE","Jones Lang LaSalle","NA","1","1","1","0","Jones Lang LaSalle","JONES LANG LASALLE",""
"JONES LANGE LASALLE","Jones Lange lasalle","NA","1","1","1","0","Jones Lange lasalle","JONES LANGE LASALLE",""
"JORDAN REALTY","Jordan realty","NA","1","1","1","0","Jordan realty","JORDAN REALTY",""
"JORDAN SEMDER INTERIORS","Jordan Semder Interiors","NA","1","1","1","0","Jordan Semder Interiors","JORDAN SEMDER INTERIORS",""
"JOVIE","Jovie","Other Education","1","1","1","1","Jovie","JOVIE","Other Education"
"JOVIE CHILDCARE REIMAGINED","Jovie: Childcare Reimagined","Other Industries","1","1","1","1","Jovie: Childcare Reimagined","JOVIE CHILDCARE REIMAGINED","Other Industries"
"JR INSURANCE AND BENEFIT CONSULTANTS","JR Insurance and Benefit Consultants Inc","NA","1","1","1","0","JR Insurance and Benefit Consultants Inc","JR INSURANCE AND BENEFIT CONSULTANTS",""
"JSX","JSX","Transportation & Logistics","1","1","1","1","JSX","JSX","Transportation & Logistics"
"JUNIETTA","Junietta LLC","NA","1","1","1","0","Junietta LLC","JUNIETTA",""
"JUNIOR ACHIEVEMENT OF CINCINNATI","Junior Achievement of Cincinnati","NA","1","1","1","0","Junior Achievement of Cincinnati","JUNIOR ACHIEVEMENT OF CINCINNATI",""
"JURGENSEN","Jurgensen","NA","1","1","1","0","Jurgensen","JURGENSEN",""
"JUSTICE DESIGN LAB","Justice Design Lab","Fashion","1","1","1","1","Justice Design Lab","JUSTICE DESIGN LAB","Fashion"
"JUVENILE DIABETES RESEARCH FOUNDATION SOUTHWEST OHIO CHAPTER","Juvenile Diabetes Research Foundation Southwest Ohio Chapter","NA","1","1","1","0","Juvenile Diabetes Research Foundation Southwest Ohio Chapter","JUVENILE DIABETES RESEARCH FOUNDATION SOUTHWEST OHIO CHAPTER",""
"JVS CAREER SERVICES","JVS Career Services","NA","1","1","1","0","JVS Career Services","JVS CAREER SERVICES",""
"KANDM TIRE","K&M Tire","Wholesale Trade","1","1","1","1","K&M Tire","KANDM TIRE","Wholesale Trade"
"KALEIDOSCOPE INNOVATION","Kaleidoscope Innovation","Scientific and Technical Consulting","1","1","1","1","Kaleidoscope Innovation","KALEIDOSCOPE INNOVATION","Scientific and Technical Consulting"
"KALEIDOSOPE","Kaleidosope","NA","1","1","1","0","Kaleidosope","KALEIDOSOPE",""
"KANKANALA SPORTS GROUP","Kankanala Sports Group","NA","1","1","1","0","Kankanala Sports Group","KANKANALA SPORTS GROUP",""
"KAO BRANDS","Kao Brands","NA","1","1","1","0","Kao Brands","KAO BRANDS",""
"KAO CORPORTATION","KAO Corportation","NA","1","1","1","0","KAO Corportation","KAO CORPORTATION",""
"KAOWASHINGSYSTEMS","Kao(washingsystems)","NA","1","1","1","0","Kao(washingsystems)","KAOWASHINGSYSTEMS",""
"KEEN ENGINEERING","KEEN Engineering","NA","1","1","1","0","KEEN Engineering","KEEN ENGINEERING",""
"KEEP IT SIMPLE SOLUTIONS","Keep IT Simple Solutions LLC","NA","1","1","1","0","Keep IT Simple Solutions LLC","KEEP IT SIMPLE SOLUTIONS",""
"KEITH AND ASSOCIATES","Keith and Associates","NA","1","1","1","0","Keith and Associates","KEITH AND ASSOCIATES",""
"KEITH AND ASSOCIATIES","Keith and Associaties","NA","1","1","1","0","Keith and Associaties","KEITH AND ASSOCIATIES",""
"KELLER WILLIAMS ADVISORS KEY PROPERTY PARTNERS","Keller Williams Advisors- Key Property Partners","NA","1","1","1","0","Keller Williams Advisors- Key Property Partners","KELLER WILLIAMS ADVISORS KEY PROPERTY PARTNERS",""
"KELLER WILLIAMS ADVISORS MARTIN AND ASSOCIATES","Keller Williams Advisors, Martin & Associates","NA","1","1","1","0","Keller Williams Advisors, Martin & Associates","KELLER WILLIAMS ADVISORS MARTIN AND ASSOCIATES",""
"KELLER WILLIAMS GREATER COLUMBUS COMMERCIAL REALTY","Keller Williams Greater Columbus Commercial Realty","NA","1","1","1","0","Keller Williams Greater Columbus Commercial Realty","KELLER WILLIAMS GREATER COLUMBUS COMMERCIAL REALTY",""
"KELLEY GOLLOWAY SMITH GOOLSBEY SPA","Kelley, Golloway, Smith, Goolsbey, SPA","NA","1","1","1","0","Kelley, Golloway, Smith, Goolsbey, SPA","KELLEY GOLLOWAY SMITH GOOLSBEY SPA",""
"KENTUCKY FARM BUREAU MUTUAL INSURANCE","Kentucky Farm Bureau Mutual Insurance Company","NA","1","1","1","0","Kentucky Farm Bureau Mutual Insurance Company","KENTUCKY FARM BUREAU MUTUAL INSURANCE",""
